Ground-truth,frame,xnano,ynano,znano,intensity 
 7174,  2028, 1735.904, 2104.843, 224.724, 8750.445 
 7175,  2029, 1735.904, 2104.843, 224.724, 7389.408 
 7176,  7895, 1767.294, 2109.221, 234.734, 6834.937 
 7177,  7896, 1767.294, 2109.221, 234.734, 9478.787 
 7178,  7897, 1767.294, 2109.221, 234.734, 9478.787 
 7179,  7898, 1767.294, 2109.221, 234.734, 9478.787 
 7180,  7899, 1767.294, 2109.221, 234.734, 9478.787 
 7181,  7900, 1767.294, 2109.221, 234.734, 9478.787 
 7182,  7901, 1767.294, 2109.221, 234.734, 8156.772 
 7183, 15048, 1754.059, 2101.614, 219.672, 380.605 
 7184,  4387, 1773.419, 2107.343, 230.313, 1703.588 
 7185,  4388, 1773.419, 2107.343, 230.313, 4100.986 
 7186,  1204, 1768.876, 2118.052, 217.083, 7872.765 
 7187,  1205, 1768.876, 2118.052, 217.083, 9527.031 
 7188,  1206, 1768.876, 2118.052, 217.083, 7789.191 
 7189,  1213, 1768.876, 2118.052, 217.083, 535.682 
 7190,  1214, 1768.876, 2118.052, 217.083, 9527.031 
 7191,  1215, 1768.876, 2118.052, 217.083, 8237.580 
 7192,  1217, 1768.876, 2118.052, 217.083, 4936.341 
 7193,  1218, 1768.876, 2118.052, 217.083, 6914.478 
 7194,  1221, 1768.876, 2118.052, 217.083, 8240.884 
 7195,  1222, 1768.876, 2118.052, 217.083, 7465.783 
 7196,  7074, 1748.797, 2105.185, 220.044, 1857.952 
 7197,  7075, 1748.797, 2105.185, 220.044, 3171.729 
 7198, 16567, 1741.519, 2111.096, 226.156, 7460.528 
 7199, 16568, 1741.519, 2111.096, 226.156, 9588.668 
 7200, 16569, 1741.519, 2111.096, 226.156, 4916.956 
 7201,  7293, 1776.232, 2116.248, 236.911, 3179.005 
 7202,  7294, 1776.232, 2116.248, 236.911, 1156.725 
 7203,  7299, 1776.232, 2116.248, 236.911, 6104.056 
 7204, 17075, 1760.952, 2117.341, 221.200, 9438.964 
 7205, 17076, 1760.952, 2117.341, 221.200, 1419.631 
 7206,  9816, 1773.426, 2124.700, 232.898, 928.389 
 7207, 10781, 1774.069, 2111.553, 234.961, 4396.052 
 7208,  1182, 1799.029, 2120.561, 217.754, 7126.532 
 7209,  3035, 1788.028, 2133.794, 218.842, 4979.067 
 7210,  3039, 1788.028, 2133.794, 218.842, 5343.019 
 7211,  3040, 1788.028, 2133.794, 218.842, 3557.180 
 7212,  3045, 1788.028, 2133.794, 218.842, 1271.634 
 7213,  3046, 1788.028, 2133.794, 218.842, 9428.977 
 7214,  3047, 1788.028, 2133.794, 218.842, 5752.178 
 7215,  7448, 1766.646, 2113.681, 236.947, 3047.065 
 7216, 18685, 1761.909, 2107.638, 237.509, 8154.919 
 7217, 18686, 1761.909, 2107.638, 237.509, 7126.711 
 7218,  4179, 1780.615, 2115.114, 219.876, 809.374 
 7219,  4180, 1780.615, 2115.114, 219.876, 8761.290 
 7220,  4181, 1780.615, 2115.114, 219.876, 5272.203 
 7221,  4344, 1788.092, 2118.995, 216.218, 5081.206 
 7222,  6688, 1770.796, 2123.148, 218.049, 7055.987 
 7223,  6689, 1770.796, 2123.148, 218.049, 9467.615 
 7224,  6690, 1770.796, 2123.148, 218.049, 638.384 
 7225, 18929, 1763.596, 2101.350, 230.505, 5739.757 
 7226, 18930, 1763.596, 2101.350, 230.505, 3222.453 
 7227,  3521, 1795.633, 4065.856, 229.568, 718.155 
 7228,  3522, 1795.633, 4065.856, 229.568, 9983.847 
 7229,  3523, 1795.633, 4065.856, 229.568, 2186.245 
 7230, 14776, 1787.768, 4095.220, 240.676, 1680.865 
 7231, 14777, 1787.768, 4095.220, 240.676, 4466.719 
 7232,  8990, 1794.885, 4081.863, 235.612, 1557.788 
 7233, 10961, 1789.477, 4072.017, 240.183, 5227.288 
 7234, 16347, 1795.328, 4055.801, 232.822, 1165.733 
 7235, 16348, 1795.328, 4055.801, 232.822, 3749.002 
 7236, 11255, 1797.084, 4061.308, 241.449, 5470.019 
 7237, 11256, 1797.084, 4061.308, 241.449, 10066.816 
 7238, 11257, 1797.084, 4061.308, 241.449, 10066.816 
 7239, 11258, 1797.084, 4061.308, 241.449, 10066.816 
 7240, 11259, 1797.084, 4061.308, 241.449, 2838.325 
 7241, 11268, 1797.084, 4061.308, 241.449, 6477.674 
 7242, 11269, 1797.084, 4061.308, 241.449, 2880.173 
 7243, 19670, 1789.748, 4079.950, 236.748, 1550.328 
 7244, 19671, 1789.748, 4079.950, 236.748, 586.135 
 7245,  6732, 1786.806, 4087.950, 256.719, 1004.866 
 7246,  6733, 1786.806, 4087.950, 256.719, 9954.006 
 7247,  6735, 1786.806, 4087.950, 256.719, 2941.106 
 7248,  6736, 1786.806, 4087.950, 256.719, 10046.282 
 7249,  6739, 1786.806, 4087.950, 256.719, 1588.835 
 7250,  4525, 1793.735, 4092.799, 255.342, 1931.549 
 7251,  4526, 1793.735, 4092.799, 255.342, 10100.181 
 7252,  4527, 1793.735, 4092.799, 255.342, 596.938 
 7253, 13703, 1799.090, 4091.489, 251.565, 859.852 
 7254, 13704, 1799.090, 4091.489, 251.565, 4393.434 
 7255, 16739, 1792.189, 4079.350, 250.878, 810.017 
 7256,  2311, 1798.134, 4072.018, 251.109, 6557.831 
 7257,  2312, 1798.134, 4072.018, 251.109, 10052.091 
 7258,  2313, 1798.134, 4072.018, 251.109, 1513.588 
 7259,  2316, 1798.134, 4072.018, 251.109, 3976.818 
 7260,  2982, 1795.203, 4198.992, 96.243, 2280.944 
 7261, 12612, 1775.586, 4130.474, 249.244, 3925.742 
 7262, 12613, 1775.586, 4130.474, 249.244, 6462.371 
 7263, 12615, 1775.586, 4130.474, 249.244, 2047.733 
 7264, 12616, 1775.586, 4130.474, 249.244, 714.039 
 7265, 12618, 1775.586, 4130.474, 249.244, 6077.455 
 7266,   345, 1781.621, 4122.232, 245.553, 2867.520 
 7267,   346, 1781.621, 4122.232, 245.553, 10075.905 
 7268,   347, 1781.621, 4122.232, 245.553, 10075.905 
 7269,   348, 1781.621, 4122.232, 245.553, 2563.265 
 7270, 10806, 1777.509, 4111.138, 245.115, 364.238 
 7271,  2238, 1756.772, 4170.599, 258.744, 689.989 
 7272,  2239, 1756.772, 4170.599, 258.744, 10045.469 
 7273,  2240, 1756.772, 4170.599, 258.744, 2463.175 
 7274,  2252, 1756.772, 4170.599, 258.744, 10015.516 
 7275,  2253, 1756.772, 4170.599, 258.744, 10045.469 
 7276,  2254, 1756.772, 4170.599, 258.744, 2211.734 
 7277,  2257, 1756.772, 4170.599, 258.744, 3655.248 
 7278,  2258, 1756.772, 4170.599, 258.744, 10045.469 
 7279,  2259, 1756.772, 4170.599, 258.744, 8104.772 
 7280,  2262, 1756.772, 4170.599, 258.744, 2464.011 
 7281, 19518, 1769.355, 4156.633, 274.886, 7598.324 
 7282, 19519, 1769.355, 4156.633, 274.886, 10057.433 
 7283, 19520, 1769.355, 4156.633, 274.886, 5932.748 
 7284, 19521, 1769.355, 4156.633, 274.886, 6324.376 
 7285, 19522, 1769.355, 4156.633, 274.886, 3031.445 
 7286, 11553, 1744.428, 4196.500, 268.022, 1410.781 
 7287, 11554, 1744.428, 4196.500, 268.022, 9874.107 
 7288, 11555, 1744.428, 4196.500, 268.022, 9874.107 
 7289, 11556, 1744.428, 4196.500, 268.022, 9874.107 
 7290, 11557, 1744.428, 4196.500, 268.022, 181.968 
 7291, 11559, 1744.428, 4196.500, 268.022, 7405.752 
 7292, 11560, 1744.428, 4196.500, 268.022, 9874.107 
 7293, 11561, 1744.428, 4196.500, 268.022, 2767.551 
 7294,  2458, 1765.908, 4147.675, 253.750, 4501.346 
 7295,  2459, 1765.908, 4147.675, 253.750, 6681.137 
 7296,  7094, 1780.655, 4141.364, 251.789, 94.443 
 7297,  7095, 1780.655, 4141.364, 251.789, 8921.087 
 7298,   431, 1759.444, 4159.100, 255.441, 5801.000 
 7299,   432, 1759.444, 4159.100, 255.441, 10044.876 
 7300,   433, 1759.444, 4159.100, 255.441, 575.230 
 7301,   435, 1759.444, 4159.100, 255.441, 6890.291 
 7302, 14937, 1754.873, 4196.961, 263.736, 6567.079 
 7303, 14938, 1754.873, 4196.961, 263.736, 9987.359 
 7304, 14939, 1754.873, 4196.961, 263.736, 4173.437 
 7305, 14941, 1754.873, 4196.961, 263.736, 4953.047 
 7306, 14942, 1754.873, 4196.961, 263.736, 9987.359 
 7307, 14943, 1754.873, 4196.961, 263.736, 9987.359 
 7308, 14944, 1754.873, 4196.961, 263.736, 154.227 
 7309,  2520, 1779.028, 4140.448, 250.027, 4964.758 
 7310,  2521, 1779.028, 4140.448, 250.027, 3398.756 
 7311,  2528, 1779.028, 4140.448, 250.027, 2403.959 
 7312,  2529, 1779.028, 4140.448, 250.027, 9670.287 
 7313,  2530, 1779.028, 4140.448, 250.027, 4389.184 
 7314,  9182, 1764.100, 4142.646, 251.335, 2327.361 
 7315, 12825, 1753.884, 4174.838, 279.099, 3686.694 
 7316, 12826, 1753.884, 4174.838, 279.099, 9940.136 
 7317, 12827, 1753.884, 4174.838, 279.099, 2364.936 
 7318, 12830, 1753.884, 4174.838, 279.099, 6466.791 
 7319, 17941, 1766.133, 4180.402, 273.534, 1341.943 
 7320,  3760, 1765.687, 4170.194, 276.203, 3058.878 
 7321, 10092, 1752.496, 4192.699, 260.638, 3214.142 
 7322,  6645, 1753.192, 4162.298, 267.928, 1088.121 
 7323,  6646, 1753.192, 4162.298, 267.928, 8799.251 
 7324,  3885, 1793.856, 4112.118, 257.777, 434.248 
 7325,  3332, 1756.038, 4165.869, 273.597, 881.180 
 7326,  5635, 1789.115, 4122.985, 258.808, 5294.515 
 7327,  5636, 1789.115, 4122.985, 258.808, 4068.654 
 7328,  5011, 1771.242, 4145.441, 250.957, 8157.455 
 7329,  5012, 1771.242, 4145.441, 250.957, 7345.557 
 7330,  5013, 1771.242, 4145.441, 250.957, 597.916 
 7331,  5014, 1771.242, 4145.441, 250.957, 8063.863 
 7332,  5019, 1771.242, 4145.441, 250.957, 1725.103 
 7333,  5020, 1771.242, 4145.441, 250.957, 10004.310 
 7334,  5021, 1771.242, 4145.441, 250.957, 10004.310 
 7335,  5022, 1771.242, 4145.441, 250.957, 10004.310 
 7336,  5023, 1771.242, 4145.441, 250.957, 10004.310 
 7337,  5024, 1771.242, 4145.441, 250.957, 10004.310 
 7338,  5025, 1771.242, 4145.441, 250.957, 8934.015 
 7339,  5026, 1771.242, 4145.441, 250.957, 10004.310 
 7340,  5027, 1771.242, 4145.441, 250.957, 4616.974 
 7341, 13161, 1758.062, 4178.104, 260.720, 677.879 
 7342, 13162, 1758.062, 4178.104, 260.720, 9907.400 
 7343, 13163, 1758.062, 4178.104, 260.720, 9907.400 
 7344, 13164, 1758.062, 4178.104, 260.720, 3826.590 
 7345, 13165, 1758.062, 4178.104, 260.720, 8226.291 
 7346, 13166, 1758.062, 4178.104, 260.720, 3190.301 
 7347,   375, 1774.788, 4111.447, 253.627, 9838.890 
 7348,   376, 1774.788, 4111.447, 253.627, 4888.428 
 7349, 15874, 1763.691, 4151.475, 256.377, 4455.426 
 7350, 15875, 1763.691, 4151.475, 256.377, 9995.834 
 7351, 15876, 1763.691, 4151.475, 256.377, 9853.122 
 7352, 15877, 1763.691, 4151.475, 256.377, 8003.329 
 7353, 15878, 1763.691, 4151.475, 256.377, 1736.499 
 7354,  8676, 1774.153, 4143.039, 252.808, 5463.537 
 7355,  8677, 1774.153, 4143.039, 252.808, 10010.093 
 7356,  8678, 1774.153, 4143.039, 252.808, 2049.307 
 7357,  4799, 1763.495, 4142.850, 267.046, 6841.262 
 7358,  4800, 1763.495, 4142.850, 267.046, 10022.843 
 7359,  4801, 1763.495, 4142.850, 267.046, 10022.843 
 7360,  4802, 1763.495, 4142.850, 267.046, 7009.573 
 7361,  4805, 1763.495, 4142.850, 267.046, 4386.411 
 7362,  4806, 1763.495, 4142.850, 267.046, 10022.843 
 7363,  4807, 1763.495, 4142.850, 267.046, 7189.922 
 7364, 14371, 1780.295, 4122.366, 264.393, 3016.618 
 7365, 14372, 1780.295, 4122.366, 264.393, 9933.887 
 7366, 14373, 1780.295, 4122.366, 264.393, 1497.463 
 7367, 14378, 1780.295, 4122.366, 264.393, 7508.406 
 7368, 13871, 1752.591, 4177.035, 264.291, 1125.176 
 7369, 13872, 1752.591, 4177.035, 264.291, 8716.650 
 7370, 13874, 1752.591, 4177.035, 264.291, 3577.587 
 7371, 13875, 1752.591, 4177.035, 264.291, 2940.791 
 7372,  6397, 1772.383, 4113.002, 255.973, 2824.106 
 7373,  6226, 1766.217, 4128.138, 255.846, 8952.491 
 7374, 12486, 1743.236, 4197.063, 267.419, 9073.077 
 7375, 12487, 1743.236, 4197.063, 267.419, 4852.746 
 7376, 15791, 1767.990, 4121.967, 251.858, 3944.285 
 7377, 15792, 1767.990, 4121.967, 251.858, 3708.580 
 7378,  7835, 1768.668, 4173.216, 261.052, 9044.138 
 7379,  4755, 1783.907, 4141.871, 255.075, 999.802 
 7380,  4756, 1783.907, 4141.871, 255.075, 9819.928 
 7381,  4759, 1783.907, 4141.871, 255.075, 1570.630 
 7382, 11847, 1753.320, 4181.772, 259.900, 328.927 
 7383, 11848, 1753.320, 4181.772, 259.900, 10017.987 
 7384, 11849, 1753.320, 4181.772, 259.900, 6040.343 
 7385,  5764, 1767.479, 4165.796, 276.633, 379.792 
 7386,  5765, 1767.479, 4165.796, 276.633, 9996.969 
 7387,  5766, 1767.479, 4165.796, 276.633, 9996.969 
 7388,  5767, 1767.479, 4165.796, 276.633, 4526.683 
 7389,  7965, 1766.052, 4188.294, 264.374, 547.474 
 7390,  7966, 1766.052, 4188.294, 264.374, 2255.625 
 7391, 19936, 1777.278, 4129.325, 265.972, 1683.583 
 7392, 19937, 1777.278, 4129.325, 265.972, 1632.667 
 7393,  3728, 1768.745, 4167.618, 261.770, 1156.393 
 7394,  3729, 1768.745, 4167.618, 261.770, 9040.662 
 7395,  3731, 1768.745, 4167.618, 261.770, 4364.037 
 7396,  3732, 1768.745, 4167.618, 261.770, 9939.191 
 7397,  3733, 1768.745, 4167.618, 261.770, 965.410 
 7398,  3443, 1778.726, 4151.355, 254.604, 2019.952 
 7399,  3444, 1778.726, 4151.355, 254.604, 4195.093 
 7400, 19768, 1753.150, 4177.326, 277.539, 2496.054 
 7401,  9536, 1790.486, 4114.862, 260.464, 5234.550 
 7402,  9537, 1790.486, 4114.862, 260.464, 4780.917 
 7403, 17720, 1772.378, 4127.895, 250.992, 423.086 
 7404, 17721, 1772.378, 4127.895, 250.992, 92.626 
 7405,  4817, 1772.094, 4125.602, 265.019, 1195.591 
 7406, 14873, 1771.575, 4115.245, 259.434, 671.597 
 7407, 14874, 1771.575, 4115.245, 259.434, 218.794 
 7408, 14932, 1750.861, 4185.999, 279.408, 1665.784 
 7409, 14933, 1750.861, 4185.999, 279.408, 4907.311 
 7410, 15483, 1784.827, 4129.302, 250.622, 1122.857 
 7411, 15484, 1784.827, 4129.302, 250.622, 4434.221 
 7412, 15488, 1784.827, 4129.302, 250.622, 9573.893 
 7413, 15489, 1784.827, 4129.302, 250.622, 9963.011 
 7414, 15490, 1784.827, 4129.302, 250.622, 2094.849 
 7415, 15491, 1784.827, 4129.302, 250.622, 5088.831 
 7416, 15492, 1784.827, 4129.302, 250.622, 9963.011 
 7417, 15493, 1784.827, 4129.302, 250.622, 6198.275 
 7418, 19590, 1773.740, 4153.045, 266.680, 3171.385 
 7419, 19591, 1773.740, 4153.045, 266.680, 10061.715 
 7420, 19592, 1773.740, 4153.045, 266.680, 9413.983 
 7421, 19593, 1773.740, 4153.045, 266.680, 2347.608 
 7422, 18201, 1772.000, 4167.098, 264.578, 8822.271 
 7423, 18202, 1772.000, 4167.098, 264.578, 5981.380 
 7424, 18203, 1772.000, 4167.098, 264.578, 4302.868 
 7425,  8358, 1763.448, 4183.574, 279.719, 5203.968 
 7426,  8359, 1763.448, 4183.574, 279.719, 5643.010 
 7427,  8364, 1763.448, 4183.574, 279.719, 150.506 
 7428,  8367, 1763.448, 4183.574, 279.719, 8116.348 
 7429,  8368, 1763.448, 4183.574, 279.719, 9914.216 
 7430,  8369, 1763.448, 4183.574, 279.719, 9914.216 
 7431,  8370, 1763.448, 4183.574, 279.719, 4102.908 
 7432,  8373, 1763.448, 4183.574, 279.719, 7053.489 
 7433,  8374, 1763.448, 4183.574, 279.719, 7553.391 
 7434,  5686, 1766.480, 4142.650, 267.230, 2516.933 
 7435,  5687, 1766.480, 4142.650, 267.230, 2328.080 
 7436,  5688, 1766.480, 4142.650, 267.230, 4303.362 
 7437, 17211, 1764.796, 4153.264, 254.288, 3690.223 
 7438, 17212, 1764.796, 4153.264, 254.288, 3434.620 
 7439,  7477, 1750.788, 4187.456, 266.054, 6647.602 
 7440,  7478, 1750.788, 4187.456, 266.054, 3303.630 
 7441, 14949, 1754.290, 4299.800, 75.184, 1498.693 
 7442, 14950, 1754.290, 4299.800, 75.184, 5272.981 
 7443,  9804, 1767.940, 4249.899, 81.463, 6533.380 
 7444,  9805, 1767.940, 4249.899, 81.463, 274.339 
 7445,  9808, 1767.940, 4249.899, 81.463, 9738.669 
 7446, 12795, 1779.903, 4228.093, 88.690, 6896.772 
 7447, 12796, 1779.903, 4228.093, 88.690, 5516.666 
 7448, 16051, 1767.494, 4260.289, 95.298, 9437.463 
 7449, 16052, 1767.494, 4260.289, 95.298, 9958.225 
 7450, 16053, 1767.494, 4260.289, 95.298, 3466.273 
 7451, 16056, 1767.494, 4260.289, 95.298, 9659.859 
 7452, 16057, 1767.494, 4260.289, 95.298, 5506.271 
 7453,  3928, 1764.576, 4278.077, 95.726, 2719.336 
 7454,  3929, 1764.576, 4278.077, 95.726, 9895.772 
 7455,  3930, 1764.576, 4278.077, 95.726, 9895.772 
 7456,  3931, 1764.576, 4278.077, 95.726, 9895.772 
 7457,  3932, 1764.576, 4278.077, 95.726, 9895.772 
 7458,  3933, 1764.576, 4278.077, 95.726, 9895.772 
 7459,  3934, 1764.576, 4278.077, 95.726, 3512.386 
 7460,  3937, 1764.576, 4278.077, 95.726, 3172.181 
 7461,   230, 1796.882, 4237.141, 89.348, 9024.288 
 7462,   231, 1796.882, 4237.141, 89.348, 7773.921 
 7463, 16780, 1791.738, 4230.434, 94.403, 4502.507 
 7464, 16783, 1791.738, 4230.434, 94.403, 919.509 
 7465, 13932, 1794.013, 4216.271, 98.391, 1188.298 
 7466, 17370, 1752.315, 4298.238, 91.284, 1865.446 
 7467, 11082, 1765.461, 4250.414, 92.537, 2828.225 
 7468, 13684, 1790.336, 4224.185, 97.362, 3138.740 
 7469, 13685, 1790.336, 4224.185, 97.362, 1630.382 
 7470, 13686, 1790.336, 4224.185, 97.362, 8307.874 
 7471, 13687, 1790.336, 4224.185, 97.362, 8618.746 
 7472, 13689, 1790.336, 4224.185, 97.362, 1001.366 
 7473, 13690, 1790.336, 4224.185, 97.362, 9937.862 
 7474, 13691, 1790.336, 4224.185, 97.362, 9937.862 
 7475, 13692, 1790.336, 4224.185, 97.362, 3584.899 
 7476, 13695, 1790.336, 4224.185, 97.362, 1548.583 
 7477, 13696, 1790.336, 4224.185, 97.362, 9937.862 
 7478, 13697, 1790.336, 4224.185, 97.362, 9937.862 
 7479, 13698, 1790.336, 4224.185, 97.362, 1789.437 
 7480, 18966, 1790.422, 4246.313, 89.080, 2999.758 
 7481, 18967, 1790.422, 4246.313, 89.080, 1431.304 
 7482, 18970, 1790.422, 4246.313, 89.080, 1302.972 
 7483, 18971, 1790.422, 4246.313, 89.080, 4519.215 
 7484, 12758, 1795.275, 4209.491, 96.794, 1092.313 
 7485, 12759, 1795.275, 4209.491, 96.794, 8842.901 
 7486, 12761, 1795.275, 4209.491, 96.794, 7742.872 
 7487, 12762, 1795.275, 4209.491, 96.794, 7069.035 
 7488, 16729, 1786.732, 4238.200, 78.344, 1278.210 
 7489, 16730, 1786.732, 4238.200, 78.344, 9980.218 
 7490, 16731, 1786.732, 4238.200, 78.344, 9980.218 
 7491, 16732, 1786.732, 4238.200, 78.344, 6237.085 
 7492,  8446, 1766.890, 4271.314, 93.671, 4777.100 
 7493,  6377, 1743.155, 4294.924, 86.073, 1105.597 
 7494,  6378, 1743.155, 4294.924, 86.073, 3670.236 
 7495,  6383, 1743.155, 4294.924, 86.073, 8728.443 
 7496,  6384, 1743.155, 4294.924, 86.073, 5871.952 
 7497, 13826, 1790.521, 4239.394, 84.726, 4194.537 
 7498, 13827, 1790.521, 4239.394, 84.726, 3723.041 
 7499,   540, 1774.175, 4263.710, 91.535, 9086.951 
 7500,  7744, 1791.562, 4242.838, 92.260, 1128.352 
 7501,  7745, 1791.562, 4242.838, 92.260, 9888.292 
 7502,  7746, 1791.562, 4242.838, 92.260, 9888.292 
 7503,  7747, 1791.562, 4242.838, 92.260, 5631.547 
 7504,  7749, 1791.562, 4242.838, 92.260, 2088.797 
 7505,  7750, 1791.562, 4242.838, 92.260, 6685.487 
 7506,  7760, 1791.562, 4242.838, 92.260, 1294.682 
 7507, 14128, 1744.953, 4299.031, 77.692, 8115.177 
 7508, 14129, 1744.953, 4299.031, 77.692, 6413.870 
 7509,  4237, 1785.800, 4213.640, 83.997, 2623.797 
 7510,  4238, 1785.800, 4213.640, 83.997, 10041.444 
 7511,  4239, 1785.800, 4213.640, 83.997, 10041.444 
 7512,  4240, 1785.800, 4213.640, 83.997, 10041.444 
 7513,  4241, 1785.800, 4213.640, 83.997, 10041.444 
 7514,  4242, 1785.800, 4213.640, 83.997, 3145.803 
 7515, 10121, 1777.530, 4242.217, 98.526, 673.354 
 7516, 10122, 1777.530, 4242.217, 98.526, 2802.146 
 7517,  8060, 1744.767, 4298.035, 93.895, 5346.502 
 7518,  8061, 1744.767, 4298.035, 93.895, 2515.474 
 7519, 16334, 1777.234, 4256.571, 80.134, 6969.000 
 7520, 16335, 1777.234, 4256.571, 80.134, 9996.187 
 7521, 16336, 1777.234, 4256.571, 80.134, 482.304 
 7522,  6623, 1766.754, 4284.375, 77.740, 3769.794 
 7523,  6624, 1766.754, 4284.375, 77.740, 7143.112 
 7524,  6625, 1766.754, 4284.375, 77.740, 9967.228 
 7525,  6626, 1766.754, 4284.375, 77.740, 4883.453 
 7526,  6627, 1766.754, 4284.375, 77.740, 4774.129 
 7527,  6628, 1766.754, 4284.375, 77.740, 9869.900 
 7528,  4983, 1767.701, 4258.899, 94.094, 2317.237 
 7529,  4984, 1767.701, 4258.899, 94.094, 9961.379 
 7530,  4985, 1767.701, 4258.899, 94.094, 1818.572 
 7531,  4989, 1767.701, 4258.899, 94.094, 8829.180 
 7532,  4990, 1767.701, 4258.899, 94.094, 9961.379 
 7533,  4991, 1767.701, 4258.899, 94.094, 8235.501 
 7534, 14428, 1745.445, 4284.405, 78.891, 7669.277 
 7535, 14429, 1745.445, 4284.405, 78.891, 2766.153 
 7536, 14431, 1745.445, 4284.405, 78.891, 5499.047 
 7537, 14432, 1745.445, 4284.405, 78.891, 9943.355 
 7538, 14433, 1745.445, 4284.405, 78.891, 7803.664 
 7539, 14436, 1745.445, 4284.405, 78.891, 2725.966 
 7540, 10023, 1763.915, 4251.727, 83.111, 1858.992 
 7541, 10024, 1763.915, 4251.727, 83.111, 80.740 
 7542,  3137, 1748.341, 4294.500, 91.460, 3871.778 
 7543,  3138, 1748.341, 4294.500, 91.460, 7905.164 
 7544,  2260, 1746.266, 4289.220, 75.734, 6396.937 
 7545,  2261, 1746.266, 4289.220, 75.734, 9963.080 
 7546,  2262, 1746.266, 4289.220, 75.734, 5339.737 
 7547,  5045, 1798.959, 4230.312, 82.420, 866.425 
 7548, 11369, 1795.558, 4231.368, 82.089, 1417.626 
 7549, 14559, 1782.777, 4241.154, 98.078, 3601.947 
 7550, 14560, 1782.777, 4241.154, 98.078, 7717.500 
 7551, 18077, 1763.193, 4292.142, 81.624, 235.569 
 7552, 19705, 1799.355, 4201.643, 99.770, 6536.767 
 7553, 19711, 1799.355, 4201.643, 99.770, 2823.786 
 7554, 19838, 1761.852, 4282.175, 77.111, 902.002 
 7555, 19839, 1761.852, 4282.175, 77.111, 9928.189 
 7556, 19840, 1761.852, 4282.175, 77.111, 9928.189 
 7557, 19841, 1761.852, 4282.175, 77.111, 5354.136 
 7558, 19844, 1761.852, 4282.175, 77.111, 775.229 
 7559,  8477, 1784.376, 4247.558, 78.430, 8300.958 
 7560,  8478, 1784.376, 4247.558, 78.430, 9908.369 
 7561,  8479, 1784.376, 4247.558, 78.430, 3244.032 
 7562, 11022, 1736.542, 4276.794, 287.319, 3134.651 
 7563, 11023, 1736.542, 4276.794, 287.319, 4620.997 
 7564, 11028, 1736.542, 4276.794, 287.319, 316.741 
 7565, 11029, 1736.542, 4276.794, 287.319, 4001.631 
 7566,   810, 1729.199, 4285.916, 300.055, 4060.270 
 7567,   812, 1729.199, 4285.916, 300.055, 3045.382 
 7568, 12007, 1743.041, 4249.645, 289.544, 6257.486 
 7569, 12008, 1743.041, 4249.645, 289.544, 9957.054 
 7570, 12009, 1743.041, 4249.645, 289.544, 5679.752 
 7571, 12013, 1743.041, 4249.645, 289.544, 3861.612 
 7572, 12014, 1743.041, 4249.645, 289.544, 9957.054 
 7573, 12015, 1743.041, 4249.645, 289.544, 8640.256 
 7574, 12018, 1743.041, 4249.645, 289.544, 3426.489 
 7575,   509, 1743.952, 4256.951, 286.806, 2442.146 
 7576,  6783, 1714.772, 4288.097, 290.562, 286.718 
 7577,  6784, 1714.772, 4288.097, 290.562, 7826.086 
 7578,  6790, 1714.772, 4288.097, 290.562, 2762.183 
 7579,  6791, 1714.772, 4288.097, 290.562, 6054.675 
 7580, 18025, 1753.184, 4221.567, 287.184, 1083.969 
 7581, 18028, 1753.184, 4221.567, 287.184, 4925.917 
 7582, 18029, 1753.184, 4221.567, 287.184, 1320.499 
 7583, 12264, 1734.179, 4286.827, 293.948, 4086.633 
 7584, 12265, 1734.179, 4286.827, 293.948, 4682.555 
 7585, 12271, 1734.179, 4286.827, 293.948, 882.355 
